"BUSINESS_NO","ACTION_DATE","ACTION_TYPE","ACTION_BY","ACTION_DESCRIPTION","LOCKID","BUS_LIC_NO","RECORDID","COMPLETED_DATE","update_originator_id","update_timestamp","create_timestamp","exID","insert_originator_id"
"13231","2021-03-23 00:00:00","INTERNAL COMMENTS","ANGELINA ESPINOZA","(3/23/2021 12:57:44 PM ANE) Action Created(3/23/2021 12:57 PM ANE) Waiting for BL app.","","13231","ANE:2103231257459310","2021-03-23 00:00:00","0","000000009508C62A","2500379151","","0"
"13237","2021-04-02 00:00:00","MISC/OTHER","ANGELINA ESPINOZA","(4/2/2021 9:15:06 AM ANE) Action Created(4/2/2021 9:15 AM ANE) Business is not subject to state enrollment for storm water discharge.","","13237","ANE:2104020915068198","","0","00000000957F44AB","2508145833","","0"
"3993","2011-02-08 00:00:00","INTERNAL COMMENTS","AUNDREA TYLER","VOIDED (AT 2/8/2011 9:03:40 AM)(2/8/2011 9:03:25 AM AT) Action Created","","3993","AT:1102080903249536","","","0000000000268F76","","",""
"11365","2011-02-11 00:00:00","INTERNAL COMMENTS","AUNDREA TYLER","VOIDED (AT 3/18/2011 2:04:52 PM)(2/11/2011 11:45:29 AM AT) Action Created(2/11/2011 11:46 AM AT)FEES PAID WITH PERMIT #         RECEIPT #64062","","11365","AT:1102111145297169","","0","000000000093862F","","",""
"2830","2011-02-14 00:00:00","INTERNAL COMMENTS","AUNDREA TYLER","(2/14/2011 11:38:21 AM AT) Action Created(2/14/2011 11:38 AM AT)CANCELLED PER RENEWAL FORM 01/07/2011","","2830","AT:1102141138208431","2011-02-14 00:00:00","","0000000000268F7A","","",""
"0","2011-02-25 00:00:00","ISSUE LICENSE OR DENIAL LETTER","AUNDREA TYLER","VOIDED (AT 2/15/2011 10:12:31 AM)(2/15/2011 10:12:20 AM AT) Action Created","","11369","AT:1102151012209596","","","0000000000268F7B","","",""
"11371","2011-02-15 00:00:00","ROUTED","AUNDREA TYLER","VOIDED (AT 3/18/2011 2:05:30 PM)(2/15/2011 10:12:54 AM AT) Action Created","","11371","AT:1102151012549601","","0","0000000000938A1A","","",""
"11393","2011-03-23 00:00:00","INTERNAL COMMENTS","AUNDREA TYLER","(3/23/2011 9:31:02 AM AT) Action Created(3/23/2011 9:31 AM AT)CE#789. Closed","","11393","AT:1103230931027617","2011-03-23 00:00:00","0","0000000000A00C9B","10484590","",""
"11131","2011-04-22 00:00:00","MISC/OTHER","ANGELICA YEPEZ","(4/22/2011 11:16:02 AM AY) Action Created(4/22/2011 11:17 AM AY)Received cancellation request on the Business License renewal form.","","11131","AY:1104221116024978","2011-04-22 00:00:00","0","0000000001141BFF","18095003","",""
"11420","2011-05-02 00:00:00","ISSUED","ANGELICA YEPEZ","(5/2/2011 8:22:23 AM AY) Action Created","","11420","AY:1105020822230099","2011-05-02 00:00:00","0","0000000001340E52","20188736","",""
"11430","2011-05-17 00:00:00","ISSUED","ANGELICA YEPEZ","(5/17/2011 2:32:21 PM AY) Action Created","","11430","AY:1105170232200359","2011-05-17 00:00:00","0","0000000001721ADB","24237909","",""
"11428","2011-05-17 00:00:00","ISSUED","ANGELICA YEPEZ","(5/17/2011 8:20:43 AM AY) Action Created","","11428","AY:1105170820439502","2011-05-17 00:00:00","0","00000000016E8AA3","24021655","",""
"10508","2011-05-31 00:00:00","MISC/OTHER","ANGELICA YEPEZ","(5/31/2011 7:52:53 AM AY) Action Created(5/31/2011 7:54 AM AY)Received renewal form with cancellation <Quote>No longer doing business as of 12/16/10<Quote>.  See attachment.","","10508","AY:1105310752526446","2011-05-31 00:00:00","0","00000000020BB427","27335537","",""
"11470","2011-08-25 00:00:00","MISC/OTHER","ANGELICA YEPEZ","(8/25/2011 1:54:33 PM AY) Action Created(8/25/2011 1:54:33 PM AY) Fee for Environmental Health was not required; see attached refund request.","","11470","AY:1108250154333835","2011-08-25 00:00:00","0","0000000006DB1B22","48442977","",""
"11308","2011-08-31 00:00:00","ADMINISTRATIVE ACTIONS","ANGELICA YEPEZ","(8/31/2011 2:53:15 PM AY) Action Created(8/31/2011 2:53:15 PM AY) Denial letter / check returned 9/8/2010 by Andrea Tyler (see attached)(8/31/2011 2:54 PM AY)This company did not want to provide CSLB; worked with Lonell & referred situation to attorneys - per Aundrea's notes. CSLB attached appears to be for this business owner, however, CSLB license # was not provided.(11/9/2011 1:32 PM NS)11/9/11: Judy from NY called re status - 845-356-8390 x146","","11308","AY:1108310253157577","2011-08-31 00:00:00","0","0000000003E8B10F","49667038","",""
"11416","2011-04-21 00:00:00","MISC/OTHER","ANGELICA YEPEZ","On 4/21/2011 John Boud applied for a business license but then after speaking to president of Sac Wireless he did not pay for the license.","","11416","AY:1110280201090445","2011-04-21 00:00:00","0","0000000003B81B07","62397164","",""
"11295","2012-01-17 00:00:00","MISC/OTHER","ANGELICA YEPEZ","(1/17/2012 4:09:48 PM AY) Action Created(1/17/2012 4:09:48 PM AY) Contractor returned his renewal notice and requested to cancel his business license after 1/31/2012.  States that he is  no longer doing business in Yolo County at this time.","","11295","AY:1201170409474966","2012-01-17 00:00:00","0","0000000004981A3F","77077027","",""
"11530","2012-02-03 00:00:00","MISC/OTHER","ANGELICA YEPEZ","(2/3/2012 3:27:54 PM AY) Action Created(2/3/2012 3:27:54 PM AY) Spoke to Ryan and also left a message for Jessica Chavez regarding payment for the business license.","","11530","AY:1202030327545535","2012-02-03 00:00:00","0","0000000004E15112","81867474","",""
"10773","2012-03-14 00:00:00","FISCAL COMMENTS","ANGELICA YEPEZ","(3/14/2012 8:27:45 AM AY) Action Created(3/14/2012 8:27:45 AM AY) Informed by accounting statff that check was returned (NSF); therefore, I inactivated license until full payment is received.(3/20/2012 9:32 AM AY)Un-Paid fees (original receipt #66762); collected fees with new money order check (new receipt #66868).","","10773","AY:1203140827446688","2012-03-20 00:00:00","0","00000000057A1F97","90839623","",""
"11640","2012-10-11 00:00:00","MISC/OTHER","ANGELICA YEPEZ","(10/11/2012 1:48:02 PM AY) Action Created(10/11/2012 1:48:02 PM AY) Spoke to Theresa last week (Oct 5) and she mentioned that she would be sending in payment for this business license application that was e-mailed.  I left a message for her today as I still haven't received payment.","","11640","AY:1210110148021641","2012-10-11 00:00:00","0","0000000008853F6B","142950172","",""
"11640","2012-10-23 00:00:00","APPROVED","ANGELICA YEPEZ","(10/23/2012 9:22:35 AM AY) Action Created(10/23/2012 9:22:35 AM AY) Krista handed me the check from IDT, Inc. for payment of the business license.","","11640","AY:1210230922350342","2012-10-23 00:00:00","0","0000000008BBC9C2","146519209","",""
"11811","2013-10-14 00:00:00","MISC/OTHER","ANGELICA YEPEZ","(10/14/2013 1:27 PM AY) Customer realized she didn't need a business license with Yolo County.","","11811","AY:1310140127435598","2013-10-14 00:00:00","0","0000000056D45CB5","241083855","","0"
"11833","2013-12-18 00:00:00","EMAIL CONTACT","ANGELICA YEPEZ","(12/18/2013 11:22 AM AY) Received phone call from Mary Hill and e-mailed her the business license and receipt.","","11833","AY:1312181122234833","2013-12-18 00:00:00","0","000000000FD75509","265770228","","0"
"11669","2014-01-06 00:00:00","MISC/OTHER","ANGELICA YEPEZ","(1/6/2014 10:44 AM AY) Owner representative called; asked for another renewal form to be mailed.  Krista will mail one out.","","11669","AY:1401061044411185","2014-01-06 00:00:00","0","00000000100E5A3B","269376045","","0"
"11857","2014-02-04 00:00:00","INTERNAL COMMENTS","ANGELICA YEPEZ","(2/4/2014 3:11 PM AY) Received business license; incorrect amount.  Applicant paid online and check returned.  Mailed processed business license to applicant.","","11857","AY:1402040311482745","2014-02-04 00:00:00","0","0000000010AAF131","279638254","","0"
"11038","2014-02-24 00:00:00","FISCAL COMMENTS","ANGELICA YEPEZ","(2/24/2014 3:07 PM AY) Byron, a representative of Bill's Roofing applied for the permit & pay expired business license, but after speaking to the contractor, it was determined that the permit fees were higher than expected and will need to submit new bid to owner.  Byron decided to no longer proceed with the permit. Informed Maryam Farhoodi, and un-payed transaction by Johnny Munoz.  Receipt was #71607.","","11038","AY:1402240307014803","2014-02-24 00:00:00","0","00000000110B8D3C","285969708","","0"
"11886","2014-03-31 00:00:00","MISC/OTHER","ANGELICA YEPEZ","(3/31/2014 3:14 PM AY) Check received with license application, but it was written for the wrong amount.  Spoke to Julianne and she requested that we void out the check and mail it back. She said she will pay the business license online but i explained that the license fee will be required to be paid prior to permit issuance.","","11886","AY:1403310314446400","2014-03-31 00:00:00","0","0000000011D84DC2","299388344","","0"
"11917","2014-05-20 00:00:00","MISC/OTHER","ANGELICA YEPEZ","(5/20/2014 7:13 AM AY) Customer was in yesterday to obtain permits and license but he said he would be in another day instead to complete the process, as he needed further clarity from business owners.","","11917","AY:1405200713357475","2014-05-20 00:00:00","0","000000001370E7B8","326166446","","0"
"12009","2014-11-14 00:00:00","MISC/OTHER","ANGELICA YEPEZ","(11/14/2014 11:50:01 AM AY) Action Created(11/14/2014 11:50 AM AY) Emailed the business license to Patricia with Sierra Home Builders, Inc.","","12009","AY:1411141150012998","2014-11-14 00:00:00","0","000000001FE5F99A","535165286","","0"
"11049","2014-11-14 00:00:00","RENEWED","ANGELICA YEPEZ","(11/14/2014 11:56:16 AM AY) Action Created(11/14/2014 11:56 AM AY) Renewed their license and made necessary changes per notes on renewal form.","","11049","AY:1411141156163058","2014-11-14 00:00:00","0","000000001FE61FAC","535171995","","0"
"12009","2014-12-02 00:00:00","EMAIL CONTACT","ANGELICA YEPEZ","(12/2/2014 9:44:43 AM AY) Action Created(12/2/2014 9:44 AM AY) Received voicemail from Patricia DeGrinis and emailed her the business license again; see attached email.  Johnny also mailed her the license as well.","","12009","AY:1412020944430929","2014-12-02 00:00:00","0","00000000209C85EC","547128762","","0"
"10805","2014-12-08 00:00:00","MISC/OTHER","ANGELICA YEPEZ","(12/8/2014 2:09:28 PM AY) Action Created(12/8/2014 2:09 PM AY) Wes with Granite Bay Energy made changes to the business license: no longer CSLB #908003; changed to 977486 and revised mailing address. See attached.","","10805","AY:1412080209285527","2014-12-08 00:00:00","0","0000000020E57804","551899692","","0"
"2158","2015-01-23 00:00:00","MISC/OTHER","ANGELICA YEPEZ","(1/23/2015 2:46:17 PM AY) Action Created(1/23/2015 2:46 PM AY) Cancelled business license - see attached.","","2158","AY:1501230246165836","2015-01-23 00:00:00","0","0000000025233C91","623066249","","0"
"12058","2015-02-18 00:00:00","PHONE CALL","ANGELICA YEPEZ","(2/18/2015 11:26:34 AM AY) Action Created(2/18/2015 11:26 AM AY) Business license faxed in last week.  Received phone call from Diane Orciuoli and will be sending payment to process business license.","","12058","AY:1502181126348934","2015-02-18 00:00:00","0","0000000026364761","641091005","","0"
"12062","2015-02-19 00:00:00","FISCAL COMMENTS","ANGELICA YEPEZ","(2/19/2015 2:17:07 PM AY) Action Created(2/19/2015 2:17 PM AY) Customer paid with check #19945 for this license and permit BP2015-0128, but Unpaid transaction due to check payable to City of Davis. Receipt unpaid was 74342.","","12062","AY:1502190217070245","2015-02-19 00:00:00","0","000000002646F140","642183409","","0"
"12061","2015-03-31 00:00:00","PHONE CALL","ANGELICA YEPEZ","(3/31/2015 10:36:43 AM AY) Action Created(3/31/2015 10:36 AM AY) Spoke to Amie Wallace and she indicated that Jeremy Knudson (contractor license # 983600) is listed with another entitiy business: Solar Pro from 47 Dean Way #8 in Folsom, CA and will no longer be with that company in approx. 1 wk; therefore the CSLB will be updating their records and she will then proceed with informing us, so that we could complete the  business license review.","","12061","AY:1503311036430537","2015-03-31 00:00:00","0","000000002827BE13","673693041","","0"
"12061","2015-03-31 00:00:00","MISC/OTHER","ANGELICA YEPEZ","(3/31/2015 10:39:37 AM AY) Action Created(3/31/2015 10:39 AM AY) Will need to follow up with Jeff/ Anderson  Krista Piazza.","","12061","AY:1503311039370538","2015-03-31 00:00:00","0","000000002827BE76","673693252","","0"
"12075","2015-04-06 00:00:00","PHONE CALL","ANGELICA YEPEZ","(4/6/2015 8:53:42 AM AY) Action Created(4/6/2015 8:53 AM AY) Spoke to Mrs. Cazares regarding the complaints that Jeff mentioned to translate: loud music, urinating and parking on neighboring properties. She will pass the msg on to her husband, Abel Cazares.","","12075","AY:1504060853423225","2015-04-06 00:00:00","0","00000000286EAB69","678341447","","0"
"2302","2015-04-15 00:00:00","MORE INFO REQUIRED","ANGELICA YEPEZ","(4/15/2015 12:34:02 PM AY) Action Created(4/15/2015 12:34 PM AY) Provided information to Gustavo Zuniga and he will submit drawings; he attempted to submit but plans were not adequate.  He will follow up with us within 3 weeks.","","2302","AY:1504151234020154","2015-04-15 00:00:00","0","0000000056D45CC7","685628619","","0"
"12108","2015-06-12 00:00:00","MISC/OTHER","ANGELICA YEPEZ","(6/12/2015 8:01:47 AM AY) Action Created(6/12/2015 8:01 AM AY) Kelly Hulett, business owner submitted business license application on 6/2/15 along with permit but indicated that she would pay for the business license at permit issuance.","","12108","AY:1506120801472923","2015-06-12 00:00:00","0","000000002CB43C16","750009352","","0"
"12155","2015-08-26 00:00:00","MORE INFO REQUIRED","ANGELICA YEPEZ","(8/26/2015 9:08:41 AM AY) Action Created(8/26/2015 9:08 AM AY) Need CSLB #, applicant was missing that info and said he would provide.","","12155","AY:1602030908407120","2015-08-26 00:00:00","0","0000000056D45CBE","975807234","","0"
"12258","2016-04-05 00:00:00","MISC/OTHER","ANGELICA YEPEZ","(12/16/2016 7:43:07 AM AY) Action Created(12/16/2016 7:43 AM AY) Applicant submitted license application, was supposed to pay upon obtaining building permit but payment was never made. Therefore, this license is not active.","","12258","AY:1612160743078515","2016-04-05 00:00:00","0","0000000048EF96F2","1223661208","","0"
"11533","2017-02-16 00:00:00","FISCAL COMMENTS","ANGELICA YEPEZ","(2/16/2017 11:16:21 AM AY) Action Created(2/16/2017 11:16 AM AY) Upaid fees (receipt #80002) due to insufficient funds, per email obtained from Fiscal.  Called contractor rep and left a voicemail message to submit payment via cash or cashier's check + $25.00 additional for returned check fee.  Check paid various permits & this BL: BP2017-0084 / 5.","","11533","AY:1702161116209184","2017-02-16 00:00:00","0","000000004B6235C0","1264727362","","0"
"12357","2017-08-03 00:00:00","FISCAL COMMENTS","ANGELICA YEPEZ","(8/3/2017 9:10:59 AM AY) Action Created(8/3/2017 9:10 AM AY) Unpaid receipt # 81169, due to grow site not approved.","","12357","AY:1708030911001415","2017-08-03 00:00:00","0","00000000541B7FBF","1411087436","","0"
"11946","2017-08-28 00:00:00","FISCAL COMMENTS","ANGELICA YEPEZ","(8/28/2017 9:42:28 AM AY) Action Created(8/28/2017 9:42 AM AY) Un-paid license (receipt # 81291) due to returned check from accounting department.  Notified contractor by email and voicemail of returned check + returned check fee & suspended permit (BP2017-0714) & license (11946).","","11946","AY:1708280942294231","","0","000000005576CE6C","1433849450","","0"
"12798","2018-11-21 00:00:00","FISCAL COMMENTS","ANGELICA YEPEZ","(11/21/2018 2:47:08 PM AY) Action Created(11/21/2018 2:47 PM AY) Unpaid receipt #84946 (Check #3117) written in the amount of $512.25).  Fees collected under this receipt included the BP2018-1070, as fees were collected via Cash Register.  Explanation of unpaying the fees: Customer paid fees and I didn't realize that the seismic fee came in twice.","","12798","AY:1811210247089143","","0","000000006F5DEF82","1868426752","","0"
"12820","2019-01-18 00:00:00","FISCAL COMMENTS","ANGELICA YEPEZ","(1/18/2019 10:59:23 AM AY) Action Created(1/18/2019 10:59 AM AY) Received new license application in the mail without payment.  Emailed the applicant indicating payment amount & methods.  See attached.","","12820","AY:1901181059255778","2019-01-18 00:00:00","0","0000000072358521","1916108365","","0"
"12535","2019-02-06 00:00:00","MISC/OTHER","ANGELICA YEPEZ","(2/6/2019 2:37:41 PM AY) Action Created(2/6/2019 2:37 PM AY) Stephen Cook left a voicemail message on our main line and I returned call; he requested a print out of his business license but after checking the CSLB status, I informed him to obtain a current status with the CSLB before we activate his BL.","","12535","AY:1902060237416126","","0","000000007306332C","1929786152","","0"
"10294","2019-09-17 00:00:00","ADDRESS CHANGE","ANGELICA YEPEZ","(9/17/2019 11:55:30 AM AY) Action Created(9/17/2019 11:55 AM AY) Todd Nelson was in and requested an address change to: 630 W A Street, Dixon, CA 95620.","","10294","AY:1909171155301966","2019-09-17 00:00:00","0","000000007EC08734","2126546614","","0"
"12986","2019-11-25 00:00:00","MISC/OTHER","ANGELICA YEPEZ","(11/25/2019 8:00:07 AM AY) Action Created(11/25/2019 8:00 AM AY) BL application sent in mail without payment.  Left vm and also sent email. See attached email.","","12986","AY:1911250800073588","2019-11-25 00:00:00","0","00000000823E18D2","2185107630","","0"
"12891","2020-01-13 00:00:00","INTERNAL COMMENTS","ANGELICA YEPEZ","(1/13/2020 8:40:18 AM AY) Action Created(1/13/2020 8:40 AM AY) Business is not subject to state enrollment for storm water discharge.","","12891","AY:2001130840185463","2020-01-13 00:00:00","0","00000000840318AD","2214795425","","0"
"13027","2020-01-27 00:00:00","INTERNAL COMMENTS","ANGELICA YEPEZ","(1/27/2020 1:54:50 PM AY) Action Created(1/27/2020 1:54 PM AY) Business is not subject to state enrollment for storm water discharge.","","13027","AY:2001270154501004","","0","0000000084B1405A","2226208855","","0"
"11672","2020-01-27 00:00:00","INTERNAL COMMENTS","ANGELICA YEPEZ","(1/27/2020 1:56:01 PM AY) Action Created(1/27/2020 1:56 PM AY) Business is not subject to state enrollment for storm water discharge.","","11672","AY:2001270156001046","2020-01-24 00:00:00","0","0000000084B143E8","2226209746","","0"
"12533","2020-01-24 00:00:00","INTERNAL COMMENTS","ANGELICA YEPEZ","(1/27/2020 1:56:17 PM AY) Action Created(1/27/2020 1:56 PM AY) Business is not subject to state enrollment for storm water discharge.","","12533","AY:2001270156161060","2020-01-24 00:00:00","0","0000000084B14485","2226209885","","0"
"12152","2020-01-27 00:00:00","INTERNAL COMMENTS","ANGELICA YEPEZ","(1/27/2020 10:44:57 AM AY) Action Created(1/27/2020 10:44 AM AY) Business is not subject to state enrollment for storm water discharge.","","12152","AY:2001271044570475","2020-01-27 00:00:00","0","0000000084AFAF5C","2226105217","","0"
"10612","2020-01-30 00:00:00","INTERNAL COMMENTS","ANGELICA YEPEZ","(1/30/2020 2:16:08 PM AY) Action Created(1/30/2020 2:16 PM AY) Business is not subject to state enrollment for storm water discharge.","","10612","AY:2001300216085535","2020-01-30 00:00:00","0","0000000084D29FF7","2228395415","","0"
"12978","2020-02-05 00:00:00","INTERNAL COMMENTS","ANGELICA YEPEZ","(2/5/2020 3:47:31 PM AY) Action Created(2/5/2020 3:47 PM AY) Business is not subject to state enrollment for storm water discharge.","","12978","AY:2002050347313340","2020-02-05 00:00:00","0","000000008518451A","2232960266","","0"
"12625","2020-02-24 00:00:00","INTERNAL COMMENTS","ANGELICA YEPEZ","(2/24/2020 1:21:51 PM AY) Action Created(2/24/2020 1:21 PM AY) Business is not subject to state enrollment for storm water discharge.","","12625","AY:2002240121512587","2020-02-24 00:00:00","0","0000000085D23965","2245146959","","0"
"11648","2020-02-24 00:00:00","INTERNAL COMMENTS","ANGELICA YEPEZ","(2/24/2020 1:22:11 PM AY) Action Created(2/24/2020 1:22 PM AY) Business is not subject to state enrollment for storm water discharge.","","11648","AY:2002240122112593","2020-02-24 00:00:00","0","0000000085D23A35","2245147167","","0"
"12668","2020-03-02 00:00:00","INTERNAL COMMENTS","ANGELICA YEPEZ","(3/2/2020 2:46:59 PM AY) Action Created(3/2/2020 2:46 PM AY) Business is not subject to state enrollment for storm water discharge.","","12668","AY:2003020246591733","2020-03-02 00:00:00","0","000000008624A2DB","2250546078","","0"
"999999","2013-02-05 00:00:00","FISCAL COMMENTS","BELINDA CHEE","(2/5/2013 7:49:13 AM BC) Action CreatedChris tested with $.01 for online renewal process - 02/04/2013 - receipt E0055","","CRW-999999","BC:1302050749138286","2013-02-05 00:00:00","0","000000000A3AF46D","171635743","",""
"11796","2014-02-06 00:00:00","FISCAL COMMENTS","CATHERINE FRANK","(2/6/2014 10:11 AM CF) Applied for license in error-not needed in Winters; approved by David Morrison 1/31/14;Warrant#09418102 dated 2/5/14 CL085953","","11796","CF:1402061011314167","","0","0000000010B575C9","280327623","","0"
"11837","2014-02-06 00:00:00","FISCAL COMMENTS","CATHERINE FRANK","(2/6/2014 10:17 AM CF) Business owner passed away; approved by David Morrison 01/31/14;Warrant #09418101 dated 2/5/14;  CL085945","","11837","CF:1402061017384189","","0","0000000010B578E4","280328418","","0"
"10056","2020-11-17 15:26:04.247000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","10056","CRW3:01117152604000008","2020-11-17 15:26:04.247000000","0","000000008FE76025","2414305310","","0"
"10058","2020-11-17 15:26:04.247000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","10058","CRW3:01117152604000009","2020-11-17 15:26:04.247000000","0","000000008FE76026","2414305310","","0"
"10079","2020-11-17 15:26:04.247000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","10079","CRW3:01117152604000010","2020-11-17 15:26:04.247000000","0","000000008FE76027","2414305310","","0"
"10097","2020-11-17 15:26:04.247000000","1ST NOTIFICATION PRINTED","EVELYN T ARIAS","1ST RENEWAL FORM NOTIFICATION PRINTED","","10097","CRW3:01117152604000014","2020-11-17 15:26:04.247000000","0","000000008FE7602B","2414305310","","0"
