"BUSINESS_NO","BUS_LIC_NO","CODE","ITEM","DESCRIPTION","QUANTITY","FORMULA","AMOUNT","ACCOUNT","PAID","LOCKID","COMMENTS","PARENTID","RECORDID","ASSESSED_DATE","ASSESSED_BY","SUBFEETYPE","DEPOSITID","PROFFERID","update_originator_id","update_timestamp","create_timestamp","insert_originator_id"
"13369","13369","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","4MM:2201051224099723","4MM:2201051224099727","2022-01-05 00:00:00","4MM","FEE","","","0","00000000B4B8D247","2733313160","0"
"13369","13369","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","4MM:2201051224099723","4MM:2201051224099729","2022-01-05 00:00:00","4MM","FEE","","","0","00000000B4B8D246","2733313163","0"
"13372","13372","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","4MM:2201071130472587","4MM:2201071130472590","2022-01-07 00:00:00","4MM","FEE","","","0","00000000B4FB47B0","2735135243","0"
"13372","13372","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","4MM:2201071130472587","4MM:2201071130472591","2022-01-07 00:00:00","4MM","FEE","","","0","00000000B4FB47AF","2735135246","0"
"13392","13392","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","4MM:2201270843133197","4MM:2201270843133201","2022-01-27 00:00:00","4MM","FEE","","","0","00000000B4B8D7DA","2749321968","0"
"13392","13392","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","4MM:2201270843133197","4MM:2201270843133203","2022-01-27 00:00:00","4MM","FEE","","","0","00000000B4B8D7D9","2749321971","0"
"13399","13399","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","4MM:2202011208489440","4MM:2202011208489444","2022-02-01 00:00:00","4MM","FEE","","","0","00000000B557A882","2753691273","0"
"13399","13399","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","4MM:2202011208489440","4MM:2202011208489446","2022-02-01 00:00:00","4MM","FEE","","","0","00000000B557A881","2753691276","0"
"11606","11606","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","4MM:2202020843179946","4MM:2202020843189949","2022-02-02 00:00:00","4MM","FEE","","","0","00000000B4A6A66A","2754262011","0"
"11606","11606","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","4MM:2202020843179946","4MM:2202020843189951","2022-02-02 00:00:00","4MM","FEE","","","0","00000000B4A6A669","2754262016","0"
"13408","13408","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","4MM:2202180938429902","4MM:2202180938439906","2022-02-18 00:00:00","4MM","FEE","","","0","00000000B4B8DE8F","2778794716","0"
"13408","13408","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","4MM:2202180938429902","4MM:2202180938439908","2022-02-18 00:00:00","4MM","FEE","","","0","00000000B4B8DE8E","2778794719","0"
"13440","13440","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","4MM:2204051131134366","4MM:2204051131134370","2022-04-05 00:00:00","4MM","FEE","","","0","00000000B4BAB81A","2816081865","0"
"13440","13440","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","4MM:2204051131134366","4MM:2204051131134372","2022-04-05 00:00:00","4MM","FEE","","","0","00000000B4BAB819","2816081868","0"
"13460","13460","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","4MM:2205050100081523","4MM:2205050100081527","2022-05-05 00:00:00","4MM","FEE","","","0","00000000B4B447D3","2848452906","0"
"13460","13460","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","4MM:2205050100081523","4MM:2205050100081529","2022-05-05 00:00:00","4MM","FEE","","","0","00000000B4B447D2","2848452909","0"
"13477","13477","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","4MM:2206010327342158","4MM:2206010327342162","2022-06-01 00:00:00","4MM","FEE","","","0","00000000B4B44EB7","2869982028","0"
"13477","13477","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","4MM:2206010327342158","4MM:2206010327342164","2022-06-01 00:00:00","4MM","FEE","","","0","00000000B4B44EB6","2869982031","0"
"13513","13513","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","4MM:2207281024432575","4MM:2207281024432579","2022-07-28 00:00:00","4MM","FEE","","","0","00000000B4B45A65","2914831600","0"
"13513","13513","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","4MM:2207281024432575","4MM:2207281024432581","2022-07-28 00:00:00","4MM","FEE","","","0","00000000B4B45A64","2914831603","0"
"13418","13418","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2203020351363954","AG:2203020351373958","2022-03-02 00:00:00","AG","FEE","","","0","00000000B4BA7A43","2788555671","0"
"13418","13418","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","AG:2203020351363954","AG:2203020351373960","2022-03-02 00:00:00","AG","FEE","","","0","00000000B4BA7A42","2788555674","0"
"3542","3542","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2203150938466905","AG:2203150938476908","2022-03-15 00:00:00","AG","FEE","","","0","00000000B4BCF4B6","2797781317","0"
"3542","3542","LIC13","LIC13J","TECH FEE","0","","12.720000000000001","12622029716320400305-0000","1","","","AG:2203150938466905","AG:2203150938476909","2022-03-15 00:00:00","AG","FEE","","","0","00000000B4BCF4B5","2797781320","0"
"13430","13430","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2203211010446680","AG:2203211010446681","2022-03-21 00:00:00","AG","FEE","","","0","00000000B4BA8378","2802525288","0"
"13430","13430","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","AG:2203211010446680","AG:2203211010446682","2022-03-21 00:00:00","AG","FEE","","","0","00000000B4BA8377","2802525291","0"
"13433","13433","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2203220153189103","AG:2203220153189107","2022-03-22 00:00:00","AG","FEE","","","0","00000000B4BA8495","2803845900","0"
"13433","13433","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","AG:2203220153189103","AG:2203220153189109","2022-03-22 00:00:00","AG","FEE","","","0","00000000B4BA8494","2803845903","0"
"13435","13435","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2203280311215858","AG:2203280311215862","2022-03-28 00:00:00","AG","FEE","","","0","00000000B4BA85CC","2809420934","0"
"13435","13435","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","AG:2203280311215858","AG:2203280311215864","2022-03-28 00:00:00","AG","FEE","","","0","00000000B4BA85CB","2809420937","0"
"12437","12437","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2204040114142874","AG:2204040114142875","2022-04-04 00:00:00","AG","FEE","","","0","00000000B4B3A79A","2815255457","0"
"12437","12437","LIC13","LIC13J","TECH FEE","0","","12.720000000000001","12622029716320400305-0000","1","","","AG:2204040114142874","AG:2204040114142876","2022-04-04 00:00:00","AG","FEE","","","0","00000000B4B3A799","2815255460","0"
"13439","13439","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2204040308453179","AG:2204040308453183","2022-04-04 00:00:00","AG","FEE","","","0","00000000B4BAB660","2815422911","0"
"13439","13439","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","AG:2204040308453179","AG:2204040308453185","2022-04-04 00:00:00","AG","FEE","","","0","00000000B4BAB65F","2815422914","0"
"11828","11828","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2204050936444017","AG:2204050936444020","2022-04-05 00:00:00","AG","FEE","","","0","00000000B4AD5422","2815902316","0"
"11828","11828","LIC13","LIC13J","TECH FEE","0","","12.720000000000001","12622029716320400305-0000","1","","","AG:2204050936444017","AG:2204050936444021","2022-04-05 00:00:00","AG","FEE","","","0","00000000B4AD5421","2815902319","0"
"13445","13445","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2204121224281880","AG:2204121224291883","2022-04-12 00:00:00","AG","FEE","","","0","00000000B4BC1989","2824344908","0"
"13445","13445","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","AG:2204121224281880","AG:2204121224291884","2022-04-12 00:00:00","AG","FEE","","","0","00000000B4BC1988","2824344911","0"
"12819","12819","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2204260828032839","AG:2204260828032842","2022-04-26 00:00:00","AG","FEE","","","0","00000000B4B44DDE","2838391264","0"
"12819","12819","LIC13","LIC13J","TECH FEE","0","","12.720000000000001","12622029716320400305-0000","1","","","AG:2204260828032839","AG:2204260828032843","2022-04-26 00:00:00","AG","FEE","","","0","00000000B4B44DDD","2838391267","0"
"13455","13455","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2205020929077481","AG:2205020929087485","2022-05-02 00:00:00","AG","FEE","","","0","00000000B4B44361","2842712634","0"
"13455","13455","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","AG:2205020929077481","AG:2205020929087487","2022-05-02 00:00:00","AG","FEE","","","0","00000000B4B44360","2842712637","0"
"1788","1788","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","0","","","AG:2205090302555261","AG:2205090302555264","2022-05-09 00:00:00","AG","FEE","","","0","00000000B4C41835","2851437117","0"
"1788","1788","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","0","","","AG:2205090302555261","AG:2205090302555265","2022-05-09 00:00:00","AG","FEE","","","0","00000000B4C41834","2851437120","0"
"12801","12801","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2205090314215289","AG:2205090314215292","2022-05-09 00:00:00","AG","FEE","","","0","00000000B4B44604","2851439813","0"
"12801","12801","LIC13","LIC13J","TECH FEE","0","","12.720000000000001","12622029716320400305-0000","1","","","AG:2205090314215289","AG:2205090314215293","2022-05-09 00:00:00","AG","FEE","","","0","00000000B4B44603","2851439816","0"
"13465","13465","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2205100345146248","AG:2205100345146252","2022-05-10 00:00:00","AG","FEE","","","0","00000000B4B4498F","2852079276","0"
"13465","13465","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","AG:2205100345146248","AG:2205100345146254","2022-05-10 00:00:00","AG","FEE","","","0","00000000B4B4498E","2852079279","0"
"13467","13467","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2205180835391767","AG:2205180835401771","2022-05-18 00:00:00","AG","FEE","","","0","00000000B4B44A20","2858708962","0"
"13467","13467","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","12.720000000000001","12622029716320400305-0000","1","","","AG:2205180835391767","AG:2205180835401773","2022-05-18 00:00:00","AG","FEE","","","0","00000000B4B44A1F","2858708965","0"
"13170","13170","LIC13","LIC13A","BUSINESS LICENSE FEE","0","212","212","01002029716300400305-0000","1","","","AG:2205190845092708","AG:2205190845102711","2022-05-19 00:00:00","AG","FEE","","","0","00000000B4B56E85","2859883717","0"
"13170","13170","LIC13","LIC13J","TECH FEE","0","","12.720000000000001","12622029716320400305-0000","1","","","AG:2205190845092708","AG:2205190845102712","2022-05-19 00:00:00","AG","FEE","","","0","00000000B4B56E84","2859883720","0"
"12349","12349","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1608180342518527","AME:1608180342528531","2016-08-18 00:00:00","AME","FEE","","","0","00000000B4B014A9","1128862502","0"
"12349","12349","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1608180342518527","AME:1608180342528533","2016-08-18 00:00:00","AME","FEE","","","0","00000000B4B014A8","1128862505","0"
"3392","3392","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1608180908137459","AME:1608180908137462","2016-08-18 00:00:00","AME","FEE","","","0","00000000B4BCB74C","1127928339","0"
"3392","3392","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1608180908137459","AME:1608180908137463","2016-08-18 00:00:00","AME","FEE","","","0","00000000B4BCB74B","1127928342","0"
"12394","12394","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1610120142324914","AME:1610120142334918","2016-10-12 00:00:00","AME","FEE","","","0","00000000B4B237F7","1176164732","0"
"12394","12394","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1610120142324914","AME:1610120142464924","2016-10-12 00:00:00","AME","FEE","","","0","00000000B4B237F6","1176164765","0"
"12406","12406","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1610260942556352","AME:1610260942566356","2016-10-26 00:00:00","AME","FEE","","","0","00000000B4B2C99C","1186851503","0"
"12406","12406","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1610260942556352","AME:1610260942566358","2016-10-26 00:00:00","AME","FEE","","","0","00000000B4B2C99B","1186851506","0"
"12415","12415","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1611140917299114","AME:1611140917309118","2016-11-14 00:00:00","AME","FEE","","","0","00000000B4B2CC8F","1198186616","0"
"12415","12415","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1611140917299114","AME:1611140917309120","2016-11-14 00:00:00","AME","FEE","","","0","00000000B4B2CC8E","1198186619","0"
"12416","12416","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1611150940160349","AME:1611150940160353","2016-11-15 00:00:00","AME","FEE","","","0","00000000B4B2CD2C","1199051019","0"
"12416","12416","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1611150940160349","AME:1611150940160355","2016-11-15 00:00:00","AME","FEE","","","0","00000000B4B2CD2B","1199051022","0"
"12426","12426","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1612071109237997","AME:1612071109248001","2016-12-07 00:00:00","AME","FEE","","","0","00000000B4B2D2F8","1216078303","0"
"12426","12426","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1612071109237997","AME:1612071109248003","2016-12-07 00:00:00","AME","FEE","","","0","00000000B4B2D2F7","1216078306","0"
"12429","12429","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1612130819583904","AME:1612130819583908","2016-12-13 00:00:00","AME","FEE","","","0","00000000B4B33CBC","1220055830","0"
"12429","12429","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1612130819583904","AME:1612130819583910","2016-12-13 00:00:00","AME","FEE","","","0","00000000B4B33CBB","1220055833","0"
"12432","12432","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1612150126407707","AME:1612150126417710","2016-12-15 00:00:00","AME","FEE","","","0","00000000B4B3A6F3","1223196631","0"
"12432","12432","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1612150126407707","AME:1612150126417711","2016-12-15 00:00:00","AME","FEE","","","0","00000000B4B3A6F2","1223196634","0"
"12470","12470","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","010029716300400305-0000","1","","","AME:1703070353088333","AME:1703070353088337","2017-03-07 00:00:00","AME","FEE","","","0","00000000B4B3AED1","1280499738","0"
"12470","12470","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","126229716320400305-0000","1","","","AME:1703070353088333","AME:1703070353088339","2017-03-07 00:00:00","AME","FEE","","","0","00000000B4B3AED0","1280499741","0"
"11903","11903","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","ANE:1709151137039961","ANE:1709151137039964","2017-09-15 00:00:00","ANE","FEE","","","0","00000000B4AD6129","1450940726","0"
"11903","11903","LIC13","LIC13J","TECH FEE","0","","7.7999999999999998","12622029716320400305-0000","1","","","ANE:1709151137039961","ANE:1709151137039965","2017-09-15 00:00:00","ANE","FEE","","","0","00000000B4AD6128","1450940729","0"
"12623","12623","LIC13","LIC13A","BUSINESS LICENSE FEE","1","130","130","01002029716300400305-0000","1","","","ANE:1711170203084226","ANE:1711170203084228","2017-11-17 00:00:00","ANE","FEE","","","0","00000000B4B414FC","1513935598","0"
"12623","12623","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","ANE:1711170203084226","ANE:1711170208054274","2017-11-17 00:00:00","ANE","FEE","","","0","00000000B4B414FB","1513936730","0"
"10619","10619","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","ANE:1801290129479071","ANE:1801290129479074","2018-01-29 00:00:00","ANE","FEE","","","0","00000000B4A46664","1565107768","0"
"10619","10619","LIC13","LIC13J","TECH FEE","0","","7.7999999999999998","12622029716320400305-0000","1","","","ANE:1801290129479071","ANE:1801290129489075","2018-01-29 00:00:00","ANE","FEE","","","0","00000000B4A46663","1565107771","0"
"12656","12656","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","ANE:1802210355590526","ANE:1802210355590530","2018-02-21 00:00:00","ANE","FEE","","","0","00000000B4B4195B","1584686616","0"
"12656","12656","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","ANE:1802210355590526","ANE:1802210356310540","2018-02-21 00:00:00","ANE","FEE","","","0","00000000B4B4195A","1584686726","0"
"12659","12659","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","ANE:1803050928018997","ANE:1803050928029001","2018-03-05 00:00:00","ANE","FEE","","","0","00000000B56C626B","1593540904","0"
"12659","12659","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","ANE:1803050928018997","ANE:1803050928029003","2018-03-05 00:00:00","ANE","FEE","","","0","00000000B56C626A","1593540909","0"
"11885","11885","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","ANE:1803081159033557","ANE:1803081159033560","2018-03-08 00:00:00","ANE","FEE","","","0","00000000B4AD5D4B","1597316894","0"
"11885","11885","LIC13","LIC13J","TECH FEE","0","","7.7999999999999998","12622029716320400305-0000","1","","","ANE:1803081159033557","ANE:1803081159033561","2018-03-08 00:00:00","ANE","FEE","","","0","00000000B4AD5D4A","1597316897","0"
"3670","3670","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","ANE:1803090813044967","ANE:1803090813044970","2018-03-09 00:00:00","ANE","FEE","","","0","00000000B4BD8219","1598228527","0"
"3670","3670","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","ANE:1803090813044967","ANE:1803090813044972","2018-03-09 00:00:00","ANE","FEE","","","0","00000000B4BD8218","1598228530","0"
"12676","12676","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","ANE:1803161009422262","ANE:1803161009432266","2018-03-16 00:00:00","ANE","FEE","","","0","00000000B4B41D07","1604054390","0"
"12676","12676","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","ANE:1803161009422262","ANE:1803161009432268","2018-03-16 00:00:00","ANE","FEE","","","0","00000000B4B41D06","1604054393","0"
"12683","12683","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","ANE:1803260247112545","ANE:1803260247112547","2018-03-26 00:00:00","ANE","FEE","","","0","00000000B4B41E3A","1611596990","0"
"12683","12683","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","ANE:1803260247112545","ANE:1803260247112549","2018-03-26 00:00:00","ANE","FEE","","","0","00000000B4B41E39","1611596993","0"
"12708","12708","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","ANE:1804300139546658","ANE:1804300139546660","2018-04-30 00:00:00","ANE","FEE","","","0","00000000B4B42060","1641627863","0"
"12708","12708","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","ANE:1804300139546658","ANE:1804300139556662","2018-04-30 00:00:00","ANE","FEE","","","0","00000000B4B4205F","1641627866","0"
"11269","11269","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","ANE:1805161213502158","ANE:1805161213512161","2018-05-16 00:00:00","ANE","FEE","","","0","00000000B4A4D287","1653682718","0"
"11269","11269","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","ANE:1805161213502158","ANE:1805161213512163","2018-05-16 00:00:00","ANE","FEE","","","0","00000000B4A4D286","1653682721","0"
"12109","12109","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","ANE:1806190318122386","ANE:1806190318122390","2018-06-19 00:00:00","ANE","FEE","","","0","00000000B4AD9C56","1700105724","0"
"12109","12109","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","ANE:1806190318122386","ANE:1806190318122392","2018-06-19 00:00:00","ANE","FEE","","","0","00000000B4AD9C55","1700105727","0"
"12737","12737","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","ANE:1807051141503712","ANE:1807051141513716","2018-07-05 00:00:00","ANE","FEE","","","0","00000000B4B4247C","1712858735","0"
"12737","12737","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","ANE:1807051141503712","ANE:1807051141513718","2018-07-05 00:00:00","ANE","FEE","","","0","00000000B4B4247B","1712858738","0"
"12742","12742","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","ANE:1807171128474113","ANE:1807171128474117","2018-07-17 00:00:00","ANE","FEE","","","0","00000000B4B430A8","1721953212","0"
"12742","12742","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","ANE:1807171128474113","ANE:1807171128474119","2018-07-17 00:00:00","ANE","FEE","","","0","00000000B4B430A7","1721953215","0"
"10615","10615","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","ANE:1808271121318778","ANE:1808271121318781","2018-08-27 00:00:00","ANE","FEE","","","0","00000000B4A465A7","1752347341","0"
"10615","10615","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","ANE:1808271121318778","ANE:1808271121318783","2018-08-27 00:00:00","ANE","FEE","","","0","00000000B4A465A6","1752347344","0"
"12782","12782","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","ANE:1810111048448761","ANE:1810111048458765","2018-10-11 00:00:00","ANE","FEE","","","0","00000000B55CDF06","1804934790","0"
"12782","12782","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","ANE:1810111048448761","ANE:1810111048598771","2018-10-11 00:00:00","ANE","FEE","","","0","00000000B55CDF05","1804934837","0"
"12791","12791","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","ANE:1810301004382213","ANE:1810301004382217","2018-10-30 00:00:00","ANE","FEE","","","0","00000000B4B4413F","1849071229","0"
"12791","12791","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","ANE:1810301004382213","ANE:1810301004382219","2018-10-30 00:00:00","ANE","FEE","","","0","00000000B4B4413E","1849071234","0"
"12802","12802","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","ANE:1811300128195269","ANE:1811300128205273","2018-11-30 00:00:00","ANE","FEE","","","0","00000000B4B446B0","1880482608","0"
"12802","12802","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","ANE:1811300128195269","ANE:1811300128205275","2018-11-30 00:00:00","ANE","FEE","","","0","00000000B4B446AF","1880482611","0"
"12801","12801","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","ANE:1811300927574899","ANE:1811300927574903","2018-11-30 00:00:00","ANE","FEE","","","0","00000000B4B44608","1880166315","0"
"12801","12801","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","ANE:1811300927574899","ANE:1811300927574905","2018-11-30 00:00:00","ANE","FEE","","","0","00000000B4B44607","1880166318","0"
"12844","12844","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","ANE:1902210222360797","ANE:1902210222360801","2019-02-21 00:00:00","ANE","FEE","","","0","00000000B4B45E5B","1944497399","0"
"12844","12844","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","ANE:1902210222360797","ANE:1902210222360804","2019-02-21 00:00:00","ANE","FEE","","","0","00000000B4B45E5A","1944497402","0"
"12856","12856","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","ANE:1903150900180687","ANE:1903150900180691","2019-03-15 00:00:00","ANE","FEE","","","0","00000000B4B46328","1963869181","0"
